,Job Title,Rating,Company Name,Location,Size,Sector,avg_salary,python,r,spark,aws,excel,Salary_category,Size_category,State_category,State_Acro
485,Senior Data Scientist Oncology,3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,140.0,1,0,0,0,1,middleSalary,More than 5000,MD,Maryland
486,Data Scientist,3.7,Brillient,"Silver Spring, MD",201 to 500 employees,Information Technology,86.0,1,0,0,0,1,lowSalary,Under 500,MD,Maryland
487,Senior Data Scientist,4.4,Entefy,"Palo Alto, CA",1 to 50 employees,Information Technology,116.5,1,0,0,0,0,middleSalary,Under 500,CA,California
488,Senior Scientist (Neuroscience),3.5,Sunovion,"Marlborough, MA",1001 to 5000 employees,Biotech & Pharmaceuticals,154.5,1,0,0,0,1,highSalary,1000 to 5000,MA,Massachusetts
489,Machine Learning Engineer - Regulatory,3.7,Cboe Global Markets,"Lenexa, KS",501 to 1000 employees,Finance,87.0,1,0,0,0,1,lowSalary,500 to 1000,KS,Kansas
490,Marketing Data Analyst,3.6,San Manuel Casino,"Highland, CA",1001 to 5000 employees,"Arts, Entertainment & Recreation",48.5,0,0,0,0,1,lowestSalary,1000 to 5000,CA,California
491,Data Engineer,3.4,Trace3,"Houston, TX",501 to 1000 employees,Information Technology,80.0,1,0,1,0,1,lowSalary,500 to 1000,TX,Texas
492,Medical Laboratory Scientist,4.0,Texas Health Huguley Hospital,"Burleson, TX",1001 to 5000 employees,Health Care,21.5,0,0,0,1,0,lowestSalary,1000 to 5000,TX,Texas
493,R&D Specialist/ Food Scientist,2.4,Teasdale Latin Foods,"Hoopeston, IL",501 to 1000 employees,Manufacturing,52.5,0,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
494,Principal Data Scientist,3.7,Northrop Grumman,"San Jose, CA",10000+ employees,Aerospace & Defense,173.0,1,0,0,0,0,highSalary,More than 5000,CA,California
495,Data Engineer,3.5,Saama Technologies Inc,"Phoenix, AZ",501 to 1000 employees,Biotech & Pharmaceuticals,68.5,1,0,1,0,0,lowSalary,500 to 1000,AZ,Arizona
496,Data Scientist - Alpha Insights,4.4,Two Sigma,"New York, NY",1001 to 5000 employees,Finance,172.0,0,0,0,0,0,highSalary,1000 to 5000,NY,New York
497,"Data Scientist, Office of Data Science",3.3,Liberty Mutual Insurance,"Boston, MA",10000+ employees,Insurance,114.5,1,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
498,"Associate Principal Scientist, Pharmacogenomics",3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,95.0,0,0,0,0,0,middleSalary,More than 5000,MD,Maryland
499,Data Scientist - Systems Engineering,3.2,MITRE,"Bedford, MA",5001 to 10000 employees,Government,69.5,1,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
500,Data Engineer,3.2,Guidepoint,"New York, NY",501 to 1000 employees,Business Services,64.5,1,0,0,1,1,lowSalary,500 to 1000,NY,New York
501,"Scientist, Bacteriology",2.1,Cerus Corporation,"Concord, CA",201 to 500 employees,Biotech & Pharmaceuticals,111.5,0,0,0,0,1,middleSalary,Under 500,CA,California
502,Data Scientist,4.0,Strategic Financial Solutions,"New York, NY",501 to 1000 employees,Consumer Services,97.5,1,0,0,0,1,middleSalary,500 to 1000,NY,New York
503,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",3.7,Takeda Pharmaceuticals,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,154.5,0,0,1,1,1,highSalary,More than 5000,MA,Massachusetts
504,Senior Research Scientist-Machine Learning,2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,124.0,0,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
505,Data Scientist,3.4,"Remedy BPCI Partners, LLC.","New York, NY",201 to 500 employees,Health Care,95.0,1,0,1,1,0,middleSalary,Under 500,NY,New York
506,Senior Data Scientist,4.4,Maven Wave Partners,"Chicago, IL",201 to 500 employees,Business Services,128.5,1,0,0,1,1,middleSalary,Under 500,IL,Illinois
507,Principal Data Scientist,3.2,The Climate Corporation,"San Francisco, CA",501 to 1000 employees,Information Technology,194.0,0,0,0,1,1,highSalary,500 to 1000,CA,California
508,Data Scientist,3.5,Crossix Solutions,"New York, NY",201 to 500 employees,Business Services,104.5,1,0,1,1,1,middleSalary,Under 500,NY,New York
509,Clinical Laboratory Scientist,3.7,Vail Health,"Vail, CO",501 to 1000 employees,Health Care,31.5,0,0,0,0,0,lowestSalary,500 to 1000,CO,Colorado
510,Data Engineer - Consultant (Charlotte Based),4.2,Clarity Insights,"Charlotte, NC",201 to 500 employees,Information Technology,85.5,1,0,0,0,1,lowSalary,Under 500,NC,North Carolina
511,"Data Analyst 1, full-time contract worker for up to 12 months",4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+ employees,Non-Profit,50.0,0,0,0,1,1,lowSalary,More than 5000,UT,Utah
512,Data Engineer,3.1,NCSOFT,"Aliso Viejo, CA",1001 to 5000 employees,Media,113.0,1,0,1,1,1,middleSalary,1000 to 5000,CA,California
513,"Scientist, Immuno-Oncology",3.9,GSK,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,90.5,0,0,0,1,0,middleSalary,More than 5000,MA,Massachusetts
514,Senior Data Scientist,4.3,Factual,"Los Angeles, CA",51 to 200 employees,Information Technology,153.0,1,0,1,0,1,highSalary,Under 500,CA,California
515,Products Data Analyst II,3.3,TriNet,"Dublin, CA",1001 to 5000 employees,Business Services,123.5,0,0,0,0,1,middleSalary,1000 to 5000,CA,California
516,Lead Data Analyst,3.9,Signpost,"New York, NY",201 to 500 employees,Information Technology,47.0,0,0,1,0,0,lowestSalary,Under 500,NY,New York
517,Analytics Manager - Data Mart,3.5,Central California Alliance for Health,"Scotts Valley, CA",501 to 1000 employees,Health Care,64.0,0,0,0,0,0,lowSalary,500 to 1000,CA,California
518,Data Science Engineer - Mobile,4.0,Adobe,"San Jose, CA",10000+ employees,Information Technology,162.0,1,0,0,0,1,highSalary,More than 5000,CA,California
519,Senior Data Scientist - R&D Oncology,3.9,AstraZeneca,"New York, NY",10000+ employees,Biotech & Pharmaceuticals,137.0,1,0,0,0,0,middleSalary,More than 5000,NY,New York
520,Sr. Data Engineer - Contract-to-Hire (Java),3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",10000+ employees,Retail,98.0,1,0,0,0,0,middleSalary,More than 5000,TN,Tennessee
521,Data Scientist,3.7,Swiss Re,"Armonk, NY",10000+ employees,Insurance,115.0,1,0,0,0,1,middleSalary,More than 5000,NY,New York
522,Senior Data Scientist,3.5,Sartorius,"Arvada, CO",5001 to 10000 employees,Biotech & Pharmaceuticals,133.5,1,0,0,0,1,middleSalary,More than 5000,CO,Colorado
523,Data Engineer,4.0,Pinnacol Assurance,"Denver, CO",501 to 1000 employees,Insurance,99.0,1,0,0,1,0,middleSalary,500 to 1000,CO,Colorado
524,Food Scientist - Developer,3.3,Palermo's Pizza,"Milwaukee, WI",501 to 1000 employees,Manufacturing,54.0,0,0,0,0,0,lowSalary,500 to 1000,WI,Wisconsin
525,Senior Data Engineer,3.2,Equian LLC,"Franklin, TN",1001 to 5000 employees,Health Care,109.0,0,0,0,1,1,middleSalary,1000 to 5000,TN,Tennessee
526,Data Engineer,3.4,MetroStar Systems,"Rockville, MD",201 to 500 employees,Information Technology,109.0,0,0,0,1,0,middleSalary,Under 500,MD,Maryland
527,Senior Data Scientist,4.4,MathWorks,"Natick, MA",1001 to 5000 employees,Information Technology,139.5,1,0,0,0,0,middleSalary,1000 to 5000,MA,Massachusetts
528,"Director II, Data Science - GRM Actuarial",3.3,Liberty Mutual Insurance,"Chicago, IL",10000+ employees,Insurance,254.0,1,0,0,0,0,highestSalary,More than 5000,IL,Illinois
529,Machine Learning Engineer,3.2,Information Builders,"New York, NY",1001 to 5000 employees,Information Technology,125.0,1,0,0,1,1,middleSalary,1000 to 5000,NY,New York
530,"Sr Expert Data Science, Advanced Visual Analytics (Associate level)",3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,106.5,1,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
531,"Scientist, Molecular/Cellular Biologist",2.9,Audentes Therapeutics,"South San Francisco, CA",201 to 500 employees,Biotech & Pharmaceuticals,73.0,0,0,0,0,0,lowSalary,Under 500,CA,California
532,Staff Scientist-Downstream Process Development,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,1,lowSalary,Under 500,MD,Maryland
533,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,3.6,Beebe Healthcare,"Millville, DE",1001 to 5000 employees,Health Care,27.5,0,0,0,0,0,lowestSalary,1000 to 5000,DE,Delaware
534,Scientist - Analytical Services,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,99.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
535,Associate Data Analyst- Graduate Development Program,3.3,National Interstate,"Richfield, OH",501 to 1000 employees,Insurance,45.5,0,0,0,0,0,lowestSalary,500 to 1000,OH,Ohio
536,IT Associate Data Analyst,3.7,The Hanover Insurance Group,"Worcester, MA",5001 to 10000 employees,Insurance,54.0,0,0,0,0,0,lowSalary,More than 5000,MA,Massachusetts
537,Sr. Data Engineer,4.5,Moser Consulting,"Indianapolis, IN",51 to 200 employees,Business Services,122.5,1,0,1,1,0,middleSalary,Under 500,IN,Indiana
538,Clinical Data Analyst,3.0,Greenway Health,"Tampa, FL",1001 to 5000 employees,Information Technology,37.5,0,0,0,0,1,lowestSalary,1000 to 5000,FL,Florida
539,Business Data Analyst,3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,53.5,1,0,0,0,1,lowSalary,1000 to 5000,NY,New York
540,Senior Insurance Data Scientist,3.9,TransUnion,"Chicago, IL",5001 to 10000 employees,Finance,140.0,1,0,0,0,1,middleSalary,More than 5000,IL,Illinois
541,Senior Data Science Systems Engineer,3.2,MITRE,"Hampton, VA",5001 to 10000 employees,Government,77.5,0,0,0,0,0,lowSalary,More than 5000,VA,Virginia
542,ENVIRONMENTAL ENGINEER/SCIENTIST,3.3,Mcphail Associates,"Cambridge, MA",1 to 50 employees,"Construction, Repair & Maintenance",26.5,0,0,0,0,1,lowestSalary,Under 500,MA,Massachusetts
543,Senior Scientist - Regulatory Submissions,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,117.5,0,0,0,0,1,middleSalary,More than 5000,NC,North Carolina
544,Scientist - Biomarker and Flow Cytometry,2.4,Crown Bioscience,"San Diego, CA",501 to 1000 employees,Biotech & Pharmaceuticals,70.5,0,0,0,0,0,lowSalary,500 to 1000,CA,California
545,"Associate Scientist, LC/MS Biologics",2.9,Q2 Solutions,"Ithaca, NY",1001 to 5000 employees,Biotech & Pharmaceuticals,70.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
546,Revenue Analytics Manager,4.8,HOVER,"San Francisco, CA",51 to 200 employees,Information Technology,61.5,0,0,0,0,1,lowSalary,Under 500,CA,California
547,Sr. Scientist Method Development,2.9,Q2 Solutions,"Marietta, GA",1001 to 5000 employees,Biotech & Pharmaceuticals,80.0,0,0,0,0,1,lowSalary,1000 to 5000,GA,Georgia
548,Data Scientist,4.7,Oversight Systems,"Atlanta, GA",51 to 200 employees,Information Technology,79.5,1,0,0,0,1,lowSalary,Under 500,GA,Georgia
549,Data Scientist - Sales,4.7,Confluent,"Mountain View, CA",501 to 1000 employees,Information Technology,168.0,1,0,0,0,1,highSalary,500 to 1000,CA,California
550,IT - Data Engineer II,3.4,Arbella Insurance,"Quincy, MA",1001 to 5000 employees,Insurance,90.0,0,0,1,0,1,middleSalary,1000 to 5000,MA,Massachusetts
552,Senior Data Analyst,3.9,Life360,"San Francisco, CA",51 to 200 employees,Information Technology,138.5,1,0,0,0,0,middleSalary,Under 500,CA,California
553,"Principal, Data Science - Advanced Analytics",3.6,IQVIA,"Plymouth Meeting, PA",10000+ employees,Biotech & Pharmaceuticals,111.5,0,0,0,0,0,middleSalary,More than 5000,PA,Pennsylvania
554,Data Science Project Manager,3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,68.5,0,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
555,"Sr Scientist, Immuno-Oncology - Oncology",3.9,GSK,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,84.5,0,0,0,1,0,lowSalary,More than 5000,MA,Massachusetts
556,Senior Data Engineer,4.4,Eventbrite,"Nashville, TN",1001 to 5000 employees,Information Technology,102.5,1,0,1,1,0,middleSalary,1000 to 5000,TN,Tennessee
557,"Project Scientist - Auton Lab, Robotics Institute",2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,73.5,0,0,0,0,1,lowSalary,500 to 1000,PA,Pennsylvania
558,Research Scientist – Security and Privacy,3.6,Riverside Research Institute,"Beavercreek, OH",501 to 1000 employees,Government,93.5,1,0,0,0,0,middleSalary,500 to 1000,OH,Ohio
559,Data Science Manager,3.2,"Numeric, LLC","Allentown, PA",1 to 50 employees,Business Services,127.5,0,0,0,0,1,middleSalary,Under 500,PA,Pennsylvania
560,Data Analyst 2 (Missionary Department),4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",10000+ employees,Non-Profit,72.0,0,0,0,0,0,lowSalary,More than 5000,UT,Utah
561,"Enterprise Architect, Data",3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,129.5,1,0,1,1,1,middleSalary,More than 5000,MA,Massachusetts
562,Supply Chain Data Analyst,3.1,Icon Health and Fitness,"Logan, UT",1001 to 5000 employees,Manufacturing,47.0,1,0,0,0,1,lowestSalary,1000 to 5000,UT,Utah
563,Data Engineer - ETL,3.8,Shipt,"Birmingham, AL",501 to 1000 employees,Consumer Services,65.0,1,0,1,1,1,lowSalary,500 to 1000,AL,Alabama
564,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,3.8,Associated Banc-Corp,"Green Bay, WI",1001 to 5000 employees,Finance,60.0,0,0,0,1,1,lowSalary,1000 to 5000,WI,Wisconsin
565,"Senior Manager, Epidemiologic Data Scientist",4.0,Pfizer,"New York, NY",10000+ employees,Biotech & Pharmaceuticals,167.5,0,0,0,1,1,highSalary,More than 5000,NY,New York
566,"Marketing Data Analyst, May 2020 Undergrad",3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,65.0,0,0,0,0,1,lowSalary,1000 to 5000,NY,New York
567,Senior Data Analyst,4.0,Novetta,"Herndon, VA",501 to 1000 employees,Information Technology,94.0,1,0,0,0,0,middleSalary,500 to 1000,VA,Virginia
568,Senior Data Analyst,1.9,Moda Operandi,"New York, NY",201 to 500 employees,Retail,87.5,1,0,0,0,1,lowSalary,Under 500,NY,New York
569,Senior Data Engineer,4.0,Novetta,"Reston, VA",501 to 1000 employees,Information Technology,97.0,1,0,1,1,0,middleSalary,500 to 1000,VA,Virginia
570,Senior Data Engineer,4.3,Genesys,"Durham, NC",5001 to 10000 employees,Information Technology,112.5,1,0,1,1,0,middleSalary,More than 5000,NC,North Carolina
571,Data Modeler (Analytical Systems),3.6,MassMutual,"Boston, MA",5001 to 10000 employees,Insurance,91.5,0,0,1,1,1,middleSalary,More than 5000,MA,Massachusetts
572,Data Modeler - Data Solutions Engineer,3.3,Liberty Mutual Insurance,"Indianapolis, IN",10000+ employees,Insurance,51.5,1,0,0,0,1,lowSalary,More than 5000,IN,Indiana
573,Data Scientist in Translational Medicine,3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,114.5,0,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
574,Data Scientist,4.3,USEReady,"New York, NY",201 to 500 employees,Business Services,115.0,1,0,1,1,0,middleSalary,Under 500,NY,New York
575,Product Manager/Data Evangelist,3.2,"Numeric, LLC","Phila, PA",1 to 50 employees,Business Services,74.0,1,0,0,1,0,lowSalary,Under 500,PA,Pennsylvania
576,Associate Environmental Scientist - Wildlife Biologist,4.7,QK,"Clovis, CA",51 to 200 employees,Business Services,51.0,0,0,0,0,1,lowSalary,Under 500,CA,California
577,Sr Data Engineer (Sr BI Developer),3.4,Tivity Health,"Chandler, AZ",501 to 1000 employees,Health Care,100.0,0,0,0,0,0,middleSalary,500 to 1000,AZ,Arizona
578,"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",3.8,Novartis,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,121.0,0,0,0,0,0,middleSalary,More than 5000,MA,Massachusetts
579,Senior Data Analyst/Scientist,4.5,Demandbase,"San Francisco, CA",201 to 500 employees,Information Technology,121.5,0,0,0,0,0,middleSalary,Under 500,CA,California
580,"Associate, Data Science, Internal Audit",3.1,Santander,"Boston, MA",10000+ employees,Finance,62.5,1,0,0,0,1,lowSalary,More than 5000,MA,Massachusetts
582,Senior LiDAR Data Scientist,3.9,Luminar Technologies,"Orlando, FL",201 to 500 employees,Information Technology,122.0,1,0,0,1,0,middleSalary,Under 500,FL,Florida
583,Data Engineer,4.4,BRMi,"Chantilly, VA",51 to 200 employees,Information Technology,85.0,1,0,1,1,0,lowSalary,Under 500,VA,Virginia
584,Data Engineer,3.4,IntraEdge,"Scottsdale, AZ",501 to 1000 employees,Information Technology,60.5,1,0,1,1,0,lowSalary,500 to 1000,AZ,Arizona
585,Lead Data Scientist,3.9,Zest AI,"Burbank, CA",51 to 200 employees,Finance,180.0,1,0,0,0,1,highSalary,Under 500,CA,California
586,"Technology-Minded, Data Professional Opportunities",4.7,Veterans United Home Loans,"Columbia, MO",1001 to 5000 employees,Finance,70.5,0,0,1,0,1,lowSalary,1000 to 5000,MO,Missouri
587,Big Data Engineer,3.3,Peraton,"Chantilly, VA",1001 to 5000 employees,Aerospace & Defense,118.5,1,0,1,0,0,middleSalary,1000 to 5000,VA,Virginia
588,Salesforce Analytics Consultant,3.9,"Emtec, Inc.","Chicago, IL",501 to 1000 employees,Information Technology,66.5,1,0,0,0,0,lowSalary,500 to 1000,IL,Illinois
589,Managing Data Scientist/ML Engineer,3.4,PA Consulting,"Boston, MA",1001 to 5000 employees,Business Services,107.5,0,0,1,0,1,middleSalary,1000 to 5000,MA,Massachusetts
590,Senior Data Engineer,4.7,Praetorian,"Austin, TX",51 to 200 employees,Business Services,138.5,1,0,1,0,0,middleSalary,Under 500,TX,Texas
591,Staff Scientist- Upstream PD,2.7,Advanced BioScience Laboratories,"Rockville, MD",201 to 500 employees,Biotech & Pharmaceuticals,81.0,0,0,0,0,0,lowSalary,Under 500,MD,Maryland
592,Data Engineering Analyst,3.8,COUNTRY Financial,"Bloomington, IL",1001 to 5000 employees,Insurance,58.5,1,0,1,0,1,lowSalary,1000 to 5000,IL,Illinois
593,Sr. Data Engineer,3.4,Echo Global Logistics,"Chicago, IL",1001 to 5000 employees,Transportation & Logistics,107.5,0,0,0,0,0,middleSalary,1000 to 5000,IL,Illinois
594,"Scientist, Pharmacometrics",3.8,Agios Pharmaceuticals,"Cambridge, MA",501 to 1000 employees,Biotech & Pharmaceuticals,120.5,0,0,0,0,0,middleSalary,500 to 1000,MA,Massachusetts
595,Manager of Data Science,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,63.5,1,0,1,0,0,lowSalary,Under 500,CA,California
596,Scientist Manufacturing Pharma - Kentucky BioProcessing,3.1,Reynolds American,"Owensboro, KY",5001 to 10000 employees,Manufacturing,103.5,0,0,0,0,0,middleSalary,More than 5000,KY,Kentucky
597,Software Engineer (Data Scientist/Software Engineer) - SISW - MG,4.1,Mentor Graphics,"Fremont, CA",5001 to 10000 employees,Information Technology,107.0,1,0,0,0,1,middleSalary,More than 5000,CA,California
598,Data Engineer,3.7,Maxar Technologies,"Springfield, VA",5001 to 10000 employees,Aerospace & Defense,105.5,1,0,1,0,0,middleSalary,More than 5000,VA,Virginia
599,Data Engineer,2.8,ICW Group,"San Diego, CA",501 to 1000 employees,Insurance,83.0,0,0,0,0,0,lowSalary,500 to 1000,CA,California
600,Lead Big Data Engineer,4.0,Glassdoor,"San Francisco, CA",1001 to 5000 employees,Information Technology,162.0,1,0,1,1,1,highSalary,1000 to 5000,CA,California
601,Product Engineer – Spatial Data Science and Statistical Analysis,3.5,Esri,"Redlands, CA",1001 to 5000 employees,Information Technology,68.5,1,0,1,0,1,lowSalary,1000 to 5000,CA,California
602,Sr Software Engineer (Data Scientist),3.4,Assurant,"Westlake, OH",10000+ employees,Insurance,110.5,0,0,0,0,1,middleSalary,More than 5000,OH,Ohio
603,Sr. Data Engineer (ETL Developer),3.7,F&G,"Des Moines, IA",201 to 500 employees,Insurance,115.5,1,0,0,0,1,middleSalary,Under 500,IA,Iowa
604,Associate Research Scientist I (Protein Expression and Production),3.0,Exelixis,"Alameda, CA",501 to 1000 employees,Biotech & Pharmaceuticals,87.5,0,0,0,0,1,lowSalary,500 to 1000,CA,California
605,Senior Data Scientist Artificial Intelligence,3.8,PNNL,"Richland, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",80.5,0,0,0,0,0,lowSalary,1000 to 5000,WA,Washington
606,Analytics - Business Assurance Data Analyst,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",501 to 1000 employees,Finance,43.0,0,0,0,0,1,lowestSalary,500 to 1000,IA,Iowa
607,"Associate Director/Director, Safety Scientist",4.4,Acceleron Pharma,"Cambridge, MA",201 to 500 employees,Biotech & Pharmaceuticals,140.0,0,0,0,0,1,middleSalary,Under 500,MA,Massachusetts
608,"Director, Precision Medicine Clinical Biomarker Scientist",4.0,Pfizer,"Cambridge, MA",10000+ employees,Biotech & Pharmaceuticals,172.0,0,0,0,1,0,highSalary,More than 5000,MA,Massachusetts
610,Data Analyst Senior,3.0,AmeriHealth Caritas,"Philadelphia, PA",5001 to 10000 employees,Insurance,66.5,0,0,0,0,1,lowSalary,More than 5000,PA,Pennsylvania
611,Senior Formulations Scientist II,3.0,Exelixis,"Alameda, CA",501 to 1000 employees,Biotech & Pharmaceuticals,100.0,0,0,0,0,1,middleSalary,500 to 1000,CA,California
612,Lead Data Engineer (Python),4.7,Strategic Employment Partners,"San Francisco, CA",51 to 200 employees,Business Services,94.5,1,0,0,1,0,middleSalary,Under 500,CA,California
613,Data Science Manager,4.2,Grand Rounds,"San Francisco, CA",501 to 1000 employees,Health Care,221.5,1,0,0,0,1,highSalary,500 to 1000,CA,California
614,Senior Data Scientist 4 Artificial Intelligence,3.8,PNNL,"Seattle, WA",1001 to 5000 employees,"Oil, Gas, Energy & Utilities",119.0,0,0,0,0,0,middleSalary,1000 to 5000,WA,Washington
615,Data Engineer,3.5,"SPINS, LLC","Chicago, IL",201 to 500 employees,Business Services,95.5,1,0,0,0,0,middleSalary,Under 500,IL,Illinois
616,"Director II, Data Science - GRS Predictive Analytics",3.3,Liberty Mutual Insurance,"Chicago, IL",10000+ employees,Insurance,194.5,1,0,0,0,0,highSalary,More than 5000,IL,Illinois
617,Medical Lab Scientist - MLT,3.2,Catholic Health Initiatives,"Omaha, NE",10000+ employees,Health Care,25.0,0,0,0,0,0,lowestSalary,More than 5000,NE,Nebraska
618,"Senior Operations Data Analyst, Call Center Operations",2.7,FLEETCOR,"Nashville, TN",5001 to 10000 employees,Finance,13.5,0,0,0,0,1,lowestSalary,More than 5000,TN,Tennessee
619,Senior Quantitative Analyst,3.3,DTCC,"Jersey City, NJ",1001 to 5000 employees,Finance,173.0,1,0,0,0,1,highSalary,1000 to 5000,NJ,New Jersey
620,Geospatial Software Developer and Data Scientist,3.7,Applied Research Laboratories,"Austin, TX",501 to 1000 employees,Education,105.5,1,0,0,1,0,middleSalary,500 to 1000,TX,Texas
621,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,3.9,Southwest Research Institute,"San Antonio, TX",1001 to 5000 employees,Business Services,71.5,1,0,0,1,1,lowSalary,1000 to 5000,TX,Texas
622,Senior Scientist - Toxicologist - Product Integrity (Stewardship),3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,74.0,0,0,0,0,1,lowSalary,More than 5000,NC,North Carolina
623,Systems Engineer II - Data Analyst,3.7,Raytheon,"Huntsville, AL",10000+ employees,Aerospace & Defense,62.5,0,0,0,0,1,lowSalary,More than 5000,AL,Alabama
624,Senior Research Analytical Scientist-Non-Targeted Analysis,4.3,RTI International,"Durham, NC",1001 to 5000 employees,Business Services,65.5,0,0,0,0,0,lowSalary,1000 to 5000,NC,North Carolina
625,Data Scientist,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA",10000+ employees,Retail,85.0,1,0,0,0,0,lowSalary,More than 5000,PA,Pennsylvania
626,Principal Data Scientist,3.9,AstraZeneca,"Gaithersburg, MD",10000+ employees,Biotech & Pharmaceuticals,147.5,1,0,0,0,1,middleSalary,More than 5000,MD,Maryland
627,Director Data Science,3.6,TRANZACT,"Fort Lee, NJ",1001 to 5000 employees,Business Services,161.5,1,0,0,1,1,highSalary,1000 to 5000,NJ,New Jersey
628,Data Engineer,3.7,Carilion Clinic,"Roanoke, VA",10000+ employees,Health Care,81.0,0,0,0,0,1,lowSalary,More than 5000,VA,Virginia
629,Sr Data Analyst - IT,2.1,United BioSource,"Blue Bell, PA",1001 to 5000 employees,Biotech & Pharmaceuticals,72.5,0,0,0,0,1,lowSalary,1000 to 5000,PA,Pennsylvania
630,Senior Data Engineer,3.9,Figure Eight,"San Francisco, CA",51 to 200 employees,Information Technology,139.0,1,0,0,1,1,middleSalary,Under 500,CA,California
631,Senior Data Engineer,3.9,Tapjoy,"San Francisco, CA",201 to 500 employees,Information Technology,136.5,0,0,0,0,0,middleSalary,Under 500,CA,California
632,Sr. Data Analyst,3.2,DoubleVerify,"New York, NY",201 to 500 employees,Information Technology,83.0,1,0,1,0,1,lowSalary,Under 500,NY,New York
633,Research Scientist or Senior Research Scientist - Computer Vision,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",51 to 200 employees,Business Services,121.0,0,0,0,1,1,middleSalary,Under 500,MA,Massachusetts
634,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,3.8,Fareportal,"New York, NY",1001 to 5000 employees,Travel & Tourism,74.5,1,0,1,0,0,lowSalary,1000 to 5000,NY,New York
635,Data Analyst Chemist - Quality System Contractor,2.2,"Rodan and Fields, LLC","San Francisco, CA",501 to 1000 employees,Retail,85.5,0,0,0,0,1,lowSalary,500 to 1000,CA,California
636,Senior Scientist - Biostatistician,3.1,Reynolds American,"Winston-Salem, NC",5001 to 10000 employees,Manufacturing,80.5,0,0,0,0,1,lowSalary,More than 5000,NC,North Carolina
637,Research Scientist / Principal Research Scientist - Multiphysical Systems,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",51 to 200 employees,Business Services,167.5,0,0,0,0,0,highSalary,Under 500,MA,Massachusetts
638,"Research Scientist, Machine Learning Department",2.6,Software Engineering Institute,"Pittsburgh, PA",501 to 1000 employees,Education,107.5,1,0,0,0,0,middleSalary,500 to 1000,PA,Pennsylvania
639,Foundational Community Supports Data Analyst,3.4,DESC,"Seattle, WA",501 to 1000 employees,Non-Profit,44.5,0,0,0,1,1,lowestSalary,500 to 1000,WA,Washington
640,"Senior Health Data Analyst, Star Ratings",3.3,Johns Hopkins Health Care,"Glen Burnie, MD",1001 to 5000 employees,Health Care,107.5,0,0,0,0,0,middleSalary,1000 to 5000,MD,Maryland
642,Sr. Data Analyst,3.7,Community Behavioral Health,"Philadelphia, PA",201 to 500 employees,Health Care,69.5,0,0,0,0,1,lowSalary,Under 500,PA,Pennsylvania
