,County,State,Year,Severity,count(Severity)
9612,Palm Beach,FL,2020,1,306
9613,Washington,RI,2020,4,5
9614,Elbert,CO,2020,4,2
9615,Bexar,TX,2020,1,1
9616,Tuscaloosa,AL,2020,1,4
9617,Saint Louis,MO,2020,4,1
9618,Stanly,NC,2020,1,2
9619,Lyon,KS,2020,2,2
9620,Early,GA,2020,4,1
9621,Teton,WY,2020,4,1
9622,Middlesex,MA,2020,1,36
9623,Newport News,VA,2020,1,2
9624,Rutland,VT,2020,4,2
9625,Muscogee,GA,2020,1,4
9626,Glades,FL,2020,3,3
9627,Gilpin,CO,2020,3,4
9628,Seminole,FL,2020,1,87
9629,Robeson,NC,2020,1,25
9630,Tuolumne,CA,2020,4,2
9631,Hall,GA,2020,1,1
9632,Natchitoches,LA,2020,2,1
9633,Iredell,NC,2020,1,25
9634,Limestone,AL,2020,1,1
9635,Cotton,OK,2020,2,1
9636,Park,CO,2020,4,7
9637,Wilkes,NC,2020,1,2
9638,Monroe,MO,2020,2,1
9639,Grays Harbor,WA,2020,1,2
9640,St. Louis County,MO,2020,1,34
9641,Dickson,TN,2020,1,4
9642,Gila,AZ,2020,1,9
9643,Clark,OH,2020,4,4
9644,Banks,GA,2020,1,1
9645,St. Johns,FL,2020,1,19
9646,Montgomery,OH,2020,1,23
9647,Frederick,VA,2020,1,6
9648,Clay,MO,2020,1,1
9649,Smith,TN,2020,4,1
9650,Union,NC,2020,1,3
9651,Meigs,TN,2020,4,1
9652,Norfolk,VA,2020,1,6
9653,Stafford,VA,2020,1,1
9654,Morrison,MN,2020,4,1
9655,Polk,OR,2020,1,9
9656,Strafford,NH,2020,4,2
9657,Sonoma,CA,2020,4,26
9658,St Louis,MO,2020,3,1
9659,Danville (City),VA,2020,2,1
9660,Ashtabula,OH,2020,1,2
9661,Storey,NV,2020,4,1
9662,Stark,OH,2020,1,11
9663,Rutherford,TN,2020,1,9
9664,Steuben,IN,2020,4,1
9665,Alamance,NC,2020,1,14
9666,Greene,OH,2020,4,13
9667,Mahoning,OH,2020,1,9
9668,Ottawa,OH,2020,4,18
9669,Muskegon,MI,2020,4,4
9670,Merced,CA,2020,1,56
9671,Jefferson,WA,2020,4,12
9672,De Soto,FL,2020,4,2
9673,Ontario,NY,2020,4,12
9674,Boulder,CO,2020,4,23
9675,Alexandria,VA,2020,1,2
9676,Gilliam,OR,2020,4,1
9677,Fulton,GA,2020,1,98
9678,Pierce,WI,2020,4,5
9679,Madera,CA,2020,4,10
9680,Mason,WA,2020,4,12
9681,Richland,OH,2020,1,1
9682,Dupage,IL,2020,3,243
9683,Jefferson,AL,2020,1,59
9684,Mono,CA,2020,4,5
9685,Sampson,NC,2020,1,4
9686,Saginaw,MI,2020,4,26
9687,Rockdale,GA,2020,1,2
9688,Kane,IL,2020,1,9
9689,Christian,KY,2020,4,3
9690,Fairfield,CT,2020,1,3
9691,Perry,IN,2020,3,1
9692,Craig,VA,2020,2,1
9693,Cheboygan,MI,2020,4,1
9694,DeSoto,MS,2020,1,4
9695,Fayette,GA,2020,4,3
9696,Hampshire,MA,2020,1,1
9697,Delaware,PA,2020,1,7
9698,Calaveras,CA,2020,1,8
9699,Alexandria City,VA,2020,2,5
9700,Gilmer,WV,2020,4,1
9701,Rio Grande,CO,2020,2,1
9702,Philadelphia,PA,2020,1,17
9703,Suffolk,NY,2020,1,26
9704,Berks,PA,2020,1,3
9705,Harrison,TX,2020,4,1
9706,Clatsop,OR,2020,4,2
9707,Blue Earth,MN,2020,4,1
9708,Henry,GA,2020,1,5
9709,Clear Creek,CO,2020,1,2
9710,Currituck,NC,2020,4,2
9711,Washington,WI,2020,1,2
9712,Caledonia,VT,2020,2,4
9713,New Haven,CT,2020,1,1
9714,Kitsap,WA,2020,1,3
9715,Bibb,GA,2020,3,15
9716,Sagadahoc,ME,2020,2,3
9717,Cameron,TX,2020,2,2
9718,Essex,MA,2020,1,22
9719,Summit,OH,2020,1,48
9720,Cape May,NJ,2020,1,2
9721,Catawba,NC,2020,1,6
9722,Berkeley,WV,2020,1,1
9723,Kings,CA,2020,1,21
9724,Roanoke City,VA,2020,1,3
9725,Sarasota,FL,2020,1,29
9726,Dupage,IL,2020,1,7
9727,Caswell,NC,2020,1,1
9728,Tulsa,OK,2020,4,7
9729,Ben Hill,GA,2020,4,2
9730,Edgecombe,NC,2020,1,2
9731,LaPorte,IN,2020,4,6
9732,Racine,WI,2020,4,10
9733,Plymouth,MA,2020,1,7
9734,Sarpy,NE,2020,1,9
9735,St. Tammany,LA,2020,1,7
9736,Carroll,MD,2020,1,3
9737,Tyrrell,NC,2020,4,1
9738,Pershing,NV,2020,4,1
9739,Sussex,NJ,2020,3,5
9740,Armstrong,PA,2020,3,1
9741,New Kent,VA,2020,1,13
9742,Greene,NY,2020,1,6
9743,Essex,VT,2020,2,3
9744,Dakota,MN,2020,1,5
9745,Brazoria,TX,2020,4,6
9746,Volusia,FL,2020,1,39
9747,Geauga,OH,2020,1,25
9748,Osceola,FL,2020,1,92
9749,St. Louis City,MO,2020,1,7
9750,Kent,DE,2020,3,15
9751,Clare,MI,2020,4,3
9752,Curry,NM,2020,2,1
9753,Shelby,OH,2020,4,7
9754,Green Lake,WI,2020,4,3
9755,Bay,FL,2020,4,3
9756,Leon,FL,2020,1,130
9757,Mason,WA,2020,1,2
9758,Cheyenne,NE,2020,2,1
9759,Rockingham,NC,2020,1,1
9760,Jefferson,WA,2020,1,1
9761,Putnam,NY,2020,1,12
9762,Hudson,NJ,2020,1,1
9763,Suffolk,MA,2020,1,19
9764,Putnam,OH,2020,4,6
9765,Queens,NY,2020,1,16
9766,Osage,OK,2020,3,2
9767,St. Bernard,LA,2020,3,3
9768,Macon-Bibb County,GA,2020,1,16
9769,Jasper,IN,2020,1,1
9770,Bristol (City),VA,2020,4,1
9771,Glades,FL,2020,4,1
9772,El Dorado,CA,2020,1,54
9773,Wheeler,OR,2020,3,1
9774,Winnebago,IL,2020,4,1
9775,Indian River,FL,2020,1,8
9776,Grayson,TX,2020,3,1
9777,Adams,PA,2020,1,1
9778,Baraga,MI,2020,4,1
9779,Winchester,VA,2020,3,2
9780,Salem,VA,2020,1,2
9781,Prince George,VA,2020,1,2
9782,Chaves,NM,2020,4,1
9783,Madison,NC,2020,1,3
9784,Bladen,NC,2020,1,5
9785,Norfolk,MA,2020,1,19
9786,Cassia,ID,2020,4,4
9787,Anne Arundel,MD,2020,1,9
9788,Goodhue,MN,2020,4,5
9789,De Soto,FL,2020,3,2
9790,Rock,NE,2020,2,2
9791,St. Clair,IL,2020,1,5
9792,Colusa,CA,2020,4,1
9793,Calvert,MD,2020,4,10
9794,Vermillion,IN,2020,4,4
9795,Cullman,AL,2020,1,1
9796,Orange,NC,2020,1,14
9797,Will,IL,2020,1,23
9798,Washington,MD,2020,1,5
9799,Kennebec,ME,2020,2,17
9800,Cobb,GA,2020,1,33
9801,Niagara,NY,2020,1,2
9802,Hamilton,TN,2020,1,52
9803,McDowell,NC,2020,1,13
9804,Bronx,NY,2020,1,5
9805,Lake,FL,2020,1,7
9806,Tipton,TN,2020,1,2
9807,Allegheny,PA,2020,1,8
9808,Paulding,GA,2020,3,5
9809,Lemhi,ID,2020,2,4
9810,Johnston,NC,2020,1,36
9811,Hickman,TN,2020,1,2
9812,Surry,NC,2020,1,9
9813,Kenton,KY,2020,1,3
9814,Nelson,VA,2020,4,1
9815,Franklin,MA,2020,4,2
9816,St Joseph,MI,2020,4,1
9817,Arapahoe,CO,2020,1,110
9818,Columbia,OR,2020,1,13
9819,Harney,OR,2020,3,4
9820,Martinsville,VA,2020,4,1
9821,Lucas,IA,2020,4,1
9822,Wayne,NC,2020,1,8
9823,Wood,WI,2020,4,3
9824,Cumberland,PA,2020,1,3
9825,Dodge,WI,2020,4,4
9826,Navajo,AZ,2020,1,1
9827,St. Mary's,MD,2020,1,4
9828,Franklin,MO,2020,1,2
9829,Henry,OH,2020,4,10
9830,Montague,TX,2020,2,2
9831,Douglas,NE,2020,1,17
9832,Larimer,CO,2020,1,10
9833,Camden,NJ,2020,1,7
9834,Franklin,FL,2020,3,2
9835,Charleston,SC,2020,1,9
9836,Swain,NC,2020,4,2
9837,McHenry,IL,2020,1,1
9838,Pender,NC,2020,1,5
9839,Madison,AL,2020,1,4
9840,Grundy,IL,2020,4,2
9841,Manassas,VA,2020,3,1
9842,Yolo,CA,2020,1,97
9843,Wilson,NC,2020,1,9
9844,Bastrop,TX,2020,4,2
9845,Echols,GA,2020,2,1
9846,Douglas,CO,2020,1,27
9847,Fairfax City,VA,2020,4,1
9848,Dupage,IL,2020,4,5
9849,Las Animas,CO,2020,1,2
9850,Clay,FL,2020,4,4
9851,Halifax,NC,2020,1,6
9852,Van Zandt,TX,2020,3,1
9853,Lawrence,MO,2020,4,5
9854,Greene,NC,2020,4,3
9855,Lenoir,NC,2020,1,5
9856,Hillsdale,MI,2020,4,6
9857,Mercer,NJ,2020,1,6
9858,Boone,IN,2020,1,1
9859,Franklin,ME,2020,2,3
9860,York,NE,2020,4,3
9861,Sonoma,CA,2020,1,365
9862,Washington,WI,2020,4,4
9863,Flathead,MT,2020,3,1
9864,Jefferson,ID,2020,4,1
9865,Suffolk,MA,2020,4,54
9866,Fredericksburg City,VA,2020,4,1
9867,Bingham,ID,2020,4,3
9868,Placer,CA,2020,1,64
9869,Polk,FL,2020,1,45
9870,Piscataquis,ME,2020,2,2
9871,Waukesha,WI,2020,1,4
9872,Clearwater,ID,2020,2,1
9873,Vance,NC,2020,1,4
9874,Mobile,AL,2020,1,23
9875,Upshur,TX,2020,3,1
9876,Baldwin,AL,2020,1,1
9877,Grays Harbor,WA,2020,4,3
9878,Fairfax,VA,2020,3,21
9879,Fredericksburg City,VA,2020,2,2
9880,Pitt,NC,2020,1,7
9881,Franklin,NC,2020,3,4
9882,Portage,OH,2020,4,11
9883,Wayne,OH,2020,1,2
9884,Beaufort,SC,2020,4,1
9885,Benson,ND,2020,2,1
9886,San Mateo,CA,2020,1,254
9887,Dekalb,GA,2020,3,2
9888,Stone,MO,2020,2,1
9889,Guilford,NC,2020,1,76
9890,Henderson,NC,2020,1,35
9891,York,PA,2020,1,28
9892,Baca,CO,2020,3,3
9893,Whitman,WA,2020,1,1
9894,Lake,OR,2020,3,3
9895,Suffolk (City),VA,2020,4,1
9896,Rockbridge,VA,2020,1,5
9897,Iroquois,IL,2020,4,1
9898,Tyrrell,NC,2020,1,2
9899,Walker,AL,2020,1,4
9900,Weber,UT,2020,1,23
9901,Lake,OH,2020,1,12
9902,Saint Johns,FL,2020,1,2
9903,Hamilton,IN,2020,1,4
9904,Monmouth,NJ,2020,1,11
9905,Coconino,AZ,2020,1,1
9906,Tooele,UT,2020,1,9
9907,Gaston,NC,2020,1,25
9908,Genesee,NY,2020,1,8
9909,Wasatch,UT,2020,4,4
9910,Giles,TN,2020,4,1
9911,Shelby,AL,2020,1,10
9912,Jay,IN,2020,4,3
9913,Guadalupe,TX,2020,4,5
9914,Ouachita,AR,2020,4,1
9915,Prowers,CO,2020,3,4
9916,Calvert,MD,2020,3,2
9917,Chaffee,CO,2020,4,7
9918,Morgan,UT,2020,1,3
9919,Washington,FL,2020,4,2
9920,Twin Falls,ID,2020,2,6
9921,Baltimore City,MD,2020,1,14
9922,Santa Rosa,FL,2020,1,15
9923,Chatham,NC,2020,1,2
9924,Montgomery,PA,2020,1,25
9925,Franklin,NC,2020,1,2
9926,Faribault,MN,2020,4,1
9927,Slope,ND,2020,2,1
9928,Robertson,TN,2020,1,5
9929,Rutherford,NC,2020,1,1
9930,White,AR,2020,3,1
9931,Macon,NC,2020,1,4
9932,Carteret,NC,2020,1,1
9933,Gwinnett,GA,2020,1,31
9934,Rhea,TN,2020,4,1
9935,Nevada,CA,2020,1,26
9936,Suwannee,FL,2020,1,1
9937,Dixie,FL,2020,4,2
9938,Bibb,GA,2020,1,2
9939,Suffolk City,VA,2020,4,1
9940,Manassas Park,VA,2020,4,4
9941,Virginia Beach City,VA,2020,2,1
9942,Davie,NC,2020,1,7
9943,Baltimore,MD,2020,1,3
9944,Lancaster,PA,2020,1,50
9945,San Benito,CA,2020,1,12
9946,Bond,IL,2020,4,2
9947,Pacific,WA,2020,3,1
9948,Cheatham,TN,2020,1,5
9949,Arlington,VA,2020,1,6
9950,Madison,OH,2020,1,1
9951,Clay,NC,2020,2,2
9952,Obion,TN,2020,4,1
9953,Petersburg,VA,2020,1,2
9954,Jackson,NC,2020,1,2
9955,Barnstable,MA,2020,1,7
9956,Bacon,GA,2020,3,1
9957,Kenosha,WI,2020,1,1
9958,Las Animas,CO,2020,4,7
9959,Hood,TX,2020,4,1
9960,McDowell,NC,2020,4,5
9961,Orleans,VT,2020,2,3
9962,Yuba,CA,2020,3,2
9963,Preston,WV,2020,3,1
9964,Emery,UT,2020,1,1
9965,Kankakee,IL,2020,4,1
9966,Clay,WV,2020,3,1
9967,Chenango,NY,2020,4,1
9968,Sedgwick,KS,2020,1,3
9969,Snohomish,WA,2020,1,71
9970,Madera,CA,2020,1,44
9971,Virginia Beach,VA,2020,1,7
9972,Pinellas,FL,2020,1,300
9973,Howard,MD,2020,1,1
9974,Dorchester,MD,2020,1,2
9975,Skamania,WA,2020,4,4
9976,Bannock,ID,2020,4,4
9977,Carver,MN,2020,4,16
9978,Franklin,PA,2020,1,6
9979,Haywood,TN,2020,1,3
9980,Colfax,NM,2020,3,1
9981,Tangipahoa,LA,2020,1,7
9982,District Of Columbia,DC,2020,3,6
9983,Flagler,FL,2020,1,1
9984,Montgomery,TN,2020,1,1
9985,Talbot,GA,2020,4,4
9986,Charles,MD,2020,1,3
9987,Jasper,SC,2020,1,5
9988,Petroleum,MT,2020,2,1
9989,Rockland,NY,2020,1,22
9990,Lenawee,MI,2020,4,1
9991,Davis,UT,2020,1,38
9992,Montgomery,NC,2020,1,3
9993,Scotland,NC,2020,1,1
9994,Blanco,TX,2020,4,1
9995,Walworth,WI,2020,4,17
9996,Dorchester,SC,2020,1,5
9997,Grayson,TX,2020,4,9
9998,San Joaquin,CA,2020,1,234
9999,Trumbull,OH,2020,1,6
10000,Madison,IL,2020,1,3
10001,Prince George's,MD,2020,1,99
10002,St. John the Baptist,LA,2020,1,4
10003,Chambers,TX,2020,4,2
10004,Dinwiddie,VA,2020,1,4
10005,Carver,MN,2020,1,2
10006,Christian,MO,2020,3,6
10007,Transylvania,NC,2020,1,2
10008,Manassas (City),VA,2020,2,1
10009,Marion,OR,2020,1,59
10010,Isle Of Wight,VA,2020,3,1
10011,Randolph,NC,2020,1,8
10012,Saint Johns,FL,2020,3,1
10013,St. Charles,MO,2020,1,12
10014,Sussex,NJ,2020,4,12
10015,Columbiana,OH,2020,1,1
10016,Jefferson,OR,2020,3,3
10017,Iowa,IA,2020,4,1
10018,Marion,IN,2020,1,25
10019,Summit,UT,2020,1,2
10020,Onslow,NC,2020,1,4
10021,Powder River,MT,2020,2,1
10022,Mccormick,SC,2020,2,1
10023,Onondaga,NY,2020,1,18
10024,Worcester,MA,2020,1,25
10025,Nevada,CA,2020,4,10
10026,Horry,SC,2020,1,6
10027,Smith,TN,2020,1,1
10028,Colleton,SC,2020,1,1
10029,Hertford,NC,2020,4,4
10030,Ashe,NC,2020,3,1
10031,Augusta,VA,2020,1,1
10032,Kent,RI,2020,1,11
10033,Santa Fe,NM,2020,4,1
10034,Wagoner,OK,2020,3,2
10035,Nash,NC,2020,1,14
10036,Chesapeake,VA,2020,1,2
10037,Coweta,GA,2020,1,5
10038,De Soto,FL,2020,2,4
10039,Johnson,KS,2020,1,2
10040,Cleveland,NC,2020,1,3
10041,Suffolk,VA,2020,1,1
10042,Craven,NC,2020,1,6
10043,Martin,NC,2020,4,2
10044,Cache,UT,2020,4,1
10045,Escambia,FL,2020,1,13
10046,Ionia,MI,2020,4,9
10047,Washington,RI,2020,1,8
10048,Wayne,OH,2020,4,2
10049,Cabarrus,NC,2020,1,19
10050,Davidson,NC,2020,1,21
10051,Prairie,AR,2020,3,1
10052,Brunswick,NC,2020,1,10
10053,Bibb,GA,2020,4,6
10054,Cooke,TX,2020,3,2
10055,Forsyth,GA,2020,1,1
10056,Grant,OR,2020,4,1
10057,Williamson,TN,2020,1,11
10058,Bernalillo,NM,2020,1,49
10059,Haywood,NC,2020,1,40
10060,Collin,TX,2020,4,26
10061,Burke,NC,2020,1,9
10062,Union,MS,2020,4,1
10063,Richmond,GA,2020,1,85
10064,Miami,KS,2020,3,2
10065,Conway,AR,2020,3,1
10066,Saline,KS,2020,4,1
10067,Bristol,MA,2020,1,31
10068,Culberson,TX,2020,4,1
10069,Sheboygan,WI,2020,4,4
10070,Goochland,VA,2020,1,25
10071,Lawrence,AL,2020,4,4
10072,Montgomery,NY,2020,1,15
10073,Barbour,WV,2020,2,1
10074,Mchenry,IL,2020,3,4
10075,Oakland,MI,2020,1,3
10076,Pointe Coupee,LA,2020,4,2
10077,Prince Georges,MD,2020,1,3
10078,Perquimans,NC,2020,4,1
10079,Carroll,NH,2020,3,1
10080,Lake,IL,2020,1,18
10081,Harnett,NC,2020,1,14
10082,Duplin,NC,2020,1,3
10083,Worth,GA,2020,3,2
10084,Teton,WY,2020,2,1
10085,Keokuk,IA,2020,2,1
10086,Saint Louis,MO,2020,3,5
10087,Bucks,PA,2020,1,2
10088,Prince William,VA,2020,1,20
10089,Frederick,MD,2020,1,11
10090,Grant,WI,2020,4,5
10091,Stevens,WA,2020,1,2
10092,Baca,CO,2020,4,2
10093,Jackson,NC,2020,4,3
10094,Okeechobee,FL,2020,3,8
10095,Medina,OH,2020,1,15
10096,Cayuga,NY,2020,1,1
10097,Grundy,IL,2020,1,4
10098,Jackson,MI,2020,1,1
10099,Macomb,MI,2020,1,1
10100,Culberson,TX,2020,2,1
10101,Pocahontas,IA,2020,4,2
10102,Jerome,ID,2019,4,4
10103,Gilpin,CO,2019,4,4
10104,Moore,NC,2019,4,2
10105,Glades,FL,2019,4,5
10106,Northumberland,PA,2019,4,12
10107,Adams,ID,2019,4,3
10108,Ralls,MO,2019,4,1
10109,Page,VA,2019,4,13
10110,Fremont,CO,2019,4,25
10111,Pointe Coupee,LA,2019,4,1
10112,Wayne,NC,2019,4,8
10113,Adams,OH,2019,4,4
10114,Teller,CO,2020,4,4
10115,Perry,IN,2019,4,2
10116,Pacific,WA,2019,4,4
10117,Jackson,WI,2019,4,4
10118,Osage,KS,2019,4,2
10119,Gallatin,MT,2019,3,4
10120,Sussex,DE,2019,4,32
10121,Conecuh,AL,2019,4,1
10122,Ashley,AR,2019,4,4
10123,Redwood,MN,2019,3,2
10124,Pulaski,MO,2019,2,2
10125,Kent,DE,2019,4,18
10126,Perry,PA,2019,4,5
10127,Comanche,TX,2019,4,2
10128,Peoria,IL,2020,4,2
10129,Kendall,IL,2019,4,1
10130,Noble,IN,2019,4,8
10131,Crawford,WI,2019,4,5
10132,Tift,GA,2019,4,3
10133,Shoshone,ID,2019,4,2
10134,Butte,CA,2019,4,6
10135,Oceana,MI,2019,4,1
10136,Carver,MN,2019,4,6
10137,Kosciusko,IN,2019,4,2
10138,Highland,OH,2019,2,2
10139,Sutter,CA,2020,4,1
10140,Hamilton,NY,2020,4,2
10141,Marathon,WI,2019,4,8
10142,Sevier,AR,2019,3,2
10143,Sanders,MT,2019,2,3
10144,Benton,OR,2019,4,26
10145,White,GA,2019,4,2
10146,Chambers,AL,2019,4,1
10147,Chippewa,MN,2019,3,2
10148,Tate,MS,2019,2,1
10149,Mifflin,PA,2019,4,2
10150,Kern,CA,2019,4,30
10151,Charlotte,FL,2020,1,1
10152,Tazewell,IL,2020,4,1
10153,Klamath,OR,2019,4,12
10154,Pope,AR,2019,4,3
10155,Toole,MT,2019,3,1
10156,Medina,TX,2020,4,1
10157,Brazoria,TX,2019,4,31
10158,Bay,MI,2019,4,51
10159,Beaufort,SC,2019,4,2
10160,Dawson,GA,2020,4,3
10161,Collier,FL,2020,1,1
10162,Giles,TN,2019,4,5
10163,Southampton,VA,2019,4,5
10164,Prowers,CO,2019,4,9
10165,Douglas,OR,2019,4,33
10166,Juab,UT,2019,4,11
10167,Scott,MO,2019,4,1
10168,Adams,ID,2019,3,2
10169,Dearborn,IN,2019,4,3
10170,Worth,IA,2019,4,2
10171,Livingston,LA,2020,1,2
10172,Baltimore,MD,2019,4,11
10173,Clark,ID,2019,2,8
10174,Lake,CO,2019,4,10
10175,Curry,OR,2019,4,4
10176,Surry,VA,2019,4,5
10177,Greene,VA,2019,4,7
10178,Guadalupe,NM,2019,2,5
10179,White,AR,2019,4,4
10180,Vermillion,IN,2020,3,2
10181,Newport,RI,2020,3,3
10182,Sweet Grass,MT,2020,3,1
10183,De Soto,LA,2019,4,1
10184,Jefferson,WA,2019,4,14
10185,Jefferson,WV,2019,2,1
10186,DeKalb,TN,2019,4,1
10187,Umatilla,OR,2019,4,52
10188,Idaho,ID,2019,3,1
10189,Big Horn,MT,2019,2,3
10190,Park,MT,2019,2,4
10191,Penobscot,ME,2019,3,2
10192,Box Butte,NE,2020,2,2
10193,Kiowa,CO,2020,3,1
10194,Clark,WI,2019,4,6
10195,Osceola,MI,2019,4,7
10196,Buena Vista,IA,2019,4,2
10197,Payne,OK,2019,4,1
10198,Brown,WI,2019,4,16
10199,Somerset,ME,2019,2,11
10200,Benzie,MI,2019,4,12
10201,Pawnee,KS,2019,4,3
10202,Holmes,FL,2019,4,4
10203,Person,NC,2019,4,2
10204,Coos,OR,2019,3,10
10205,Elko,NV,2019,4,4
10206,Bryan,GA,2020,1,2
10207,Mercer,NJ,2019,4,30
10208,El Dorado,CA,2019,4,14
10209,Franklin,ID,2019,2,2
10210,Ozaukee,WI,2020,4,3
10211,Watauga,NC,2020,1,2
10212,Drew,AR,2020,3,2
10213,Kalkaska,MI,2019,4,6
10214,Miller,AR,2019,2,4
10215,Chaffee,CO,2019,3,33
10216,Custer,ID,2019,3,3
10217,Lincoln,CO,2019,4,8
10218,Pike,OH,2019,2,1
10219,Olmsted,MN,2019,4,4
10220,Gallatin,IL,2019,4,2
10221,Oneida,WI,2019,4,8
10222,Judith Basin,MT,2019,2,2
10223,Marion,MO,2019,4,1
10224,Avery,NC,2020,1,1
10225,Montrose,CO,2019,4,9
10226,Cass,NE,2019,4,5
10227,Payette,ID,2019,3,2
10228,Vance,NC,2019,4,9
10229,Hockley,TX,2019,3,1
10230,Buchanan,MO,2019,4,2
10231,Lawrence,MS,2020,2,1
10232,Richmond County,VA,2019,4,8
10233,Worth,GA,2019,4,6
10234,Monroe,IA,2019,4,1
10235,Curry,OR,2019,3,3
10236,Fairfax,VA,2019,3,4
10237,Union,IL,2019,3,1
10238,Saint Joseph,MI,2019,4,4
10239,Sequatchie,TN,2019,4,4
10240,Isle of Wight,VA,2019,4,19
10241,Windsor,VT,2019,4,2
10242,Missoula,MT,2019,2,18
10243,Spencer,IN,2019,4,10
10244,Union,GA,2019,3,1
10245,Ocean,NJ,2019,4,22
10246,Fayette,IA,2019,2,1
10247,Caldwell,NC,2019,4,3
10248,Massac,IL,2019,2,2
10249,White,IN,2020,4,4
10250,Tompkins,NY,2020,4,2
10251,Wayne,TN,2019,4,4
10252,Lincoln,TN,2019,4,4
10253,Suffolk City,VA,2019,4,2
10254,Clatsop,OR,2019,4,5
10255,Yakima,WA,2019,4,5
10256,Desha,AR,2019,4,1
10257,Bledsoe,TN,2019,4,4
10258,Brantley,GA,2019,4,2
10259,Adams,WI,2020,4,3
10260,Hawkins,TN,2020,4,1
10261,Oglala Lakota,SD,2019,4,1
10262,Conway,AR,2019,3,1
10263,Telfair,GA,2019,4,2
10264,Heard,GA,2019,4,6
10265,Grundy,IA,2019,4,2
10266,Grant,OR,2019,3,4
10267,Pike,GA,2019,3,2
10268,Aroostook,ME,2019,3,3
10269,Macon,GA,2020,4,5
10270,Edgefield,SC,2020,4,2
10271,Lenawee,MI,2019,4,18
10272,San Benito,CA,2019,4,8
10273,Calvert,MD,2019,4,6
10274,Waseca,MN,2019,3,3
10275,Coos,OR,2020,3,1
10276,Clearwater,MN,2019,2,7
10277,Elk,PA,2019,3,4
10278,Wayne,IL,2019,3,1
10279,Wood,WV,2019,3,2
10280,Hamilton,NE,2019,4,2
10281,Washburn,WI,2019,4,1
10282,Granville,NC,2020,1,4
10283,Grand Isle,VT,2020,2,1
10284,Buckingham,VA,2019,3,2
10285,Mercer,WV,2019,2,13
10286,Bannock,ID,2019,2,23
10287,Guernsey,OH,2019,4,2
10288,Washington,ID,2019,2,4
10289,Ouray,CO,2019,3,1
10290,Houston,AL,2020,3,2
10291,Gogebic,MI,2020,4,1
10292,Marquette,MI,2020,4,2
10293,Benton,AR,2019,2,34
10294,Huntingdon,PA,2019,4,1
10295,Grays Harbor,WA,2019,4,8
10296,Butler,NE,2019,4,1
10297,Clarke,AL,2019,4,1
10298,Tompkins,NY,2019,4,14
10299,Delta,MI,2019,4,1
10300,Lewis and Clark,MT,2019,3,1
10301,Cheboygan,MI,2019,4,3
10302,Churchill,NV,2020,4,4
10303,Lea,NM,2019,4,11
10304,Nottoway,VA,2019,4,5
10305,Fulton,NY,2019,4,8
10306,Newaygo,MI,2019,4,6
10307,Jefferson,AR,2019,4,6
10308,Buffalo,NE,2019,4,1
10309,Dawson,MT,2019,2,1
10310,Fluvanna,VA,2019,4,5
10311,Meigs,TN,2019,4,1
10312,Franklin,IN,2019,4,9
10313,Horry,SC,2019,4,11
10314,Independence,AR,2019,4,2
10315,Blue Earth,MN,2019,4,1
10316,Alpine,CA,2020,4,6
10317,Garland,AR,2019,3,3
10318,St. Joseph,MI,2019,4,32
10319,Hill,MT,2019,2,1
10320,Santa Fe,NM,2019,4,9
10321,Gunnison,CO,2019,4,13
10322,Randolph,WV,2019,4,1
10323,McCook,SD,2019,3,1
10324,Mariposa,CA,2019,4,2
10325,Mecosta,MI,2019,4,1
10326,Delaware,IA,2019,3,1
10327,Clarke,GA,2019,4,7
10328,Catoosa,GA,2019,4,1
10329,Wayne,UT,2019,4,5
10330,Hoke,NC,2019,3,1
10331,Waushara,WI,2019,4,6
10332,Chelan,WA,2019,4,2
10333,Kendall,IL,2020,1,1
10334,Richmond,VA,2019,4,1
10335,Salem,NJ,2019,4,12
10336,Habersham,GA,2019,4,16
10337,Des Moines,IA,2019,3,4
10338,King William,VA,2019,4,7
10339,Lewis,WA,2020,1,2
10340,Mono,CA,2020,3,2
10341,Rutland,VT,2019,4,5
10342,Lawrence,OH,2019,4,2
10343,Lake,MT,2019,4,3
10344,Baker,GA,2019,4,1
10345,Desha,AR,2019,3,2
10346,Cass,MI,2019,4,31
10347,Rio Blanco,CO,2019,4,4
10348,Crisp,GA,2019,4,2
10349,Washington,OR,2019,4,110
10350,Harney,OR,2019,3,9
10351,Barron,WI,2019,4,2
10352,Cortland,NY,2019,4,5
10353,Chickasaw,IA,2019,4,4
10354,Bullitt,KY,2019,4,1
10355,Glacier,MT,2019,2,1
10356,Newton,IN,2019,4,2
10357,Bladen,NC,2019,4,11
10358,Stevens,WA,2019,4,7
10359,Butler,OH,2019,4,5
10360,Massac,IL,2019,4,2
10361,Tuolumne,CA,2019,4,3
10362,Chase,KS,2019,3,1
10363,Putnam,FL,2019,4,5
10364,Lincoln,WI,2020,4,2
10365,Bradley,AR,2019,3,3
10366,Union,TN,2019,4,5
10367,Greene,IL,2019,4,2
10368,Bradford,FL,2019,4,1
10369,Columbus,NC,2019,4,9
10370,Walker,GA,2020,4,3
10371,Douglas,WI,2019,4,3
10372,Marinette,WI,2019,4,5
10373,Logan,WV,2019,3,3
10374,Logan,ND,2019,2,1
10375,Perry,AL,2020,3,1
10376,Marathon,WI,2020,4,2
10377,Montgomery,TN,2019,4,12
10378,Yamhill,OR,2019,4,65
